title,source_tag
"as republicans anoint trump, party grapples with identity crisis",extended
zimbabwe's mnangagwa to be sworn in as president on friday: state broadcaster,extended
trump says to stop visa abuses that undermine u.s. workers,extended
nustar's statia terminal in st eustatius shut down ahead of irma,extended
neapolitan pizza making wins world heritage status,extended
u.s. tax panel chair sees support for obamacare mandate repeal in tax bill,extended
obama on trump victory: we are now all rooting for his success,extended
vatican treasurer to face march court hearing in australia over historical sex charges,extended
zuma says south africa and morocco will resume diplomatic ties: media,extended
trump adopts aggressive posture toward iran after missile launch,extended
"london zoo reopens after fire that killed aardvark, meerkats",extended
louvre museum says mona lisa could get a room of her own,original
palestinian billionaire masri back in jordan after release in saudi arabia: family source,extended
bangladesh sets aside rift with myanmar to ease rice shortage,extended
u.s. recognition of jerusalem as capital important for israel: minister,extended
trump committed to fair u.s. elections free from any interference: white house,extended
russia says bellicose rhetoric on north korea is 'over the top',extended
"myanmar army chief says rohingya muslims 'not natives,' numbers fleeing exaggerated",extended
trump fbi nominee's corporate legal work could exclude him from some probes,extended
"britain's ruling conservatives suspend lawmaker, refer his case to police",extended
austrian finance minister says will not serve in new government,extended
germany urges north korea to accept u.s. talks offer,extended
juncker says does not want catalan independence,extended
"the finest political hour of sócrates, one of the most unique footballers brazil ever produced",original
"trump: military option for north korea not preferred, but would be 'devastating'",extended
some nations affected by u.s. immigration order may stay on list,extended
china says part of hong kong rail station to be subject to mainland laws,extended
"china takes action on thousands of websites for 'harmful', obscene content",extended
late uk pm heath had questions to answer over child sex abuse claims -police,extended
china must cooperate with other nations on climate change: xi,extended
scotland's sturgeon sees no reason not to get special brexit deal like n.ireland,extended
companies have up to a year for new u.s. tax bill reporting: sec,extended
trump says military action against north korea is not first choice,extended
autos need devices to curb child heatstroke deaths: u.s. lawmakers,extended
longest-serving justice on delaware supreme court to retire,extended
new zealand to increase military personnel in afghanistan by three,extended
uk minister gove says he hopes may will remain prime minister,extended
greece hands olympic flame to 2024 paris games organisers,original
white house says no evidence of trump team collusion with russians,extended
"u.s., nordic nations call on russia's military to comply with obligations ",extended
trump: military solutions 'locked and loaded' against north korea threat,extended
incoming u.n. climate chief seeks swift action: at odds with trump,extended
trump's u.n. nominee to blast world body over israel: testimony,extended
nikkei flat ahead of boj policy decision,original
sounds detected not from missing argentine submarine: navy spokesman,extended
at least 20 killed in portugal wildfires,extended
trump says he will name possible supreme court nominees by july: fox,extended
"be careful of lithium ion batteries, europe warns christmas air travellers",extended
two former presidents of mexico compare trump to hitler,extended
arab states believe u.s. aid secure despite defying trump jerusalem move,extended
senate aims for a 'skinny' obamacare repeal as other options fail,extended
"bus drives into pedestrian underpass in moscow, kills four: agencies",extended
trump lukewarm on opening clinton probes: new york times,extended
greek police arrest suspect behind high-profile parcel bomb attacks,extended
philippines' duterte's son quits as vice mayor of hometown davao,extended
"trump talks to u.s. automakers, pushes for new american plants",extended
u.s. house tax chief says salt deduction meeting ends without compromise,extended
protesters force rohingya refugees to flee sri lanka safe house,extended
republican senator collins says talks on tax bill 'productive',extended
n.y. times endorses clinton in white house race,extended
"turkey remains dependable ally in nato, erdogan spokesman says",extended
u.s. general says concerned about iran's long-term activities in region,extended
"once inside kim jong un's inner circle, top aide's star fades",extended
clinton cancels california trip after pneumonia: aide,extended
"white house to tap law professor, former hill staffer to serve on cftc",extended
u.s. nearing limits of diplomacy on north korea: trump adviser mcmaster,extended
"trump to keep 50 critical federal employees, including at pentagon, state",extended
context is vital. that’s why i’m filming everything i say and do from now on | stewart lee,original
"u.s., china disagreed on how to reduce u.s. trade deficit: official",extended
trump asked comey to end investigation of michael flynn: source,extended
norway's liberal party seeks to join government,extended
eu to launch internal brexit transition work: draft,extended
"taiwan presidential office says trump, tsai exchanged views on taiwan-u.s. relations",extended
obama to hold final press conference on wednesday: white house,extended
trump mum on healthcare plan's future if it fails to pass house,extended
"portugal minister resigns over deadly wildfires, pm under pressure",extended
lebanese sunni politician warns of arab sanctions over hezbollah,extended
"exclusive: grand jury subpoenas issued in relation to russian lawyer, trump jr. meeting  - sources",extended
"senate committee approves trump picks for energy, interior",extended
khamenei says iran will 'shred' nuclear deal if u.s. quits it,extended
"kremlin says putin, trump to speak by phone on tuesday: ria",extended
"reuters journalists in myanmar appear in court, remanded for another 14 days",extended
no hint of new gun control push in u.s. congress after shootings,extended
barca's valverde skirts independence debate as iniesta ruled out for bilbao,extended
"icahn declines to join trump economic team, mulls second super pac",extended
key u.s. senators reach deal on funding children's health program,extended
tillerson speaks with turkish counterpart about visa spat,extended
yellen faces tough sell on fed rate hikes in congress,extended
mylan offers discounts on epipen amid wave of criticism,extended
biden says 'no desire' to be on supreme court: msnbc,extended
fbi delivers documents on clinton email probe to u.s. congress,extended
"despite tensions, u.s. sees value in new start treaty with russia",extended
the week around the world in 20 pictures,original
house overwhelmingly backs nato mutual defense,extended
german army contemplates eu fissures in scenario study: spiegel,extended
"scenting power, potential merkel coalition partners edge closer on europe",extended
congressional leaders ask for more time to study new fuel rules,extended
"u.s. expels 15 cuban diplomats, fuelling tensions with havana",extended
clinton vows to support u.s. coal regions while embracing cleaner energy,extended
‘we are with them’: support for hamas grows among palestinians in lebanon,original
erdogan and macron to urge u.s. to turn back on jerusalem decision: sources,extended
uk concerned by implications of u.s. decision on iran deal: minister,extended
trump says he disagrees with his running mate on syria,extended
obama says cautious about expectations for syria deal,extended
eu warns trump against recognizing jerusalem as israeli capital,extended
kyrgyzstan accuses kazakhstan of backing opposition presidential candidate,extended
department of homeland security suspends flagging travelers under executive order,extended
spanish judge orders custody for catalan leaders pending trial,extended
poland's new pm sees punishment from brussels coming,extended
turkish mayor says forced to quit in erdogan purge of local government,extended
white house says obamacare enrollment a priority,extended
u.s. lawmakers introduce bill to limit phone searches at the border,extended
rohingya refugee children in bangladesh in dire state: unicef,extended
"trump, after meeting ryan, says will move fast on healthcare, immigration",extended
trump says no 'rush' to get healthcare legislation done next week,extended
french president will outline his vision for europe as an assertive global power amid war in ukraine,original
merkel's eu ally says more confident about resolving brexit problems,extended
factbox: short list of potential picks for trump administration,extended
"china names new commanders for army, air force in reshuffle",extended
"new congress prepares to undo obamacare, weigh trump personnel picks",extended
u.s. states hit back at epa chief over climate rule guidance,extended
hariri indicates possibility of revoking his resignation,extended
venezuela's maduro seeks debt negotiations after u.s. sanctions,extended
"trump, without evidence, says illegal voting cost him u.s. popular vote",extended
british police arrest second man over london train bomb,extended
"jared kushner details russia contacts, denies collusion",extended
rouhani says iaea unlikely to accept u.s. demand for iran military site inspection,extended
carson tells supporters no 'path forward' in presidential bid,extended
"qatar, kuwait stop renewing visas for north korean workers",extended
billy bush suspended from 'today' show after tape of trump's lewd comments: memo,extended
cuban dissidents in electoral challenge as castro era nears end,extended
senators call for probe of cyber attacks by russia,extended
mexico president replaces finance minister after damaging trump visit,extended
judge raises doubts over suit against trump on foreign payments,extended
trump's 'been clear to me' to try to rebuild russia ties: tillerson,extended
philippines says 'big possibility' malaysian militant leader killed,extended
"uk 'not ramping up for no brexit deal,' says pm may",extended
china to amend party constitution at october congress,extended
judicial panel members consider legal brief in apple case: sources,extended
"trump's net worth dwindled to $3.5 billion, forbes says",extended
putin quips he's ready to grant asylum to ex-fbi chief comey,extended
defeat of islamic state in raqqa may herald wider struggle for u.s.,extended
senate votes to repeal labor department rule on state-run retirement plans,extended
treasury's mnuchin: china may face new sanctions on north korea,extended
new zealand's kingmaker party sets thursday to unveil result of talks to form government,extended
u.s. 'disappointed' by india's visa refusal for religious rights panel,extended
republican officials from 16 states back trump in travel ban fight,extended
clinton's lead over trump narrows to 9 points: reuters/ipsos,extended
kremlin: putin and trump made no promises on cyber group,extended
texas 'bathroom bills' stall in special legislative session,extended
trump hails deals worth 'billions' with vietnam,extended
russian hackers hit pentagon email system in 2015: cbs,extended
return of defeated is fighters 'real threat' to russia: ria cites fsb chief,extended
"putin, trump agree to defeat is in syria: kremlin",extended
libyan salafist-led force breaks up comic festival for 'indecency',extended
'unremarkable' virginia attacker shows difficulty of fighting political violence,extended
"austrian coalition talks set to begin, far right likely partner",extended
"white house opposes house zika bill, calls funding inadequate",extended
factbox: u.s. republican lawmakers who say they won't vote for trump,extended
saudi arabian airlines resumes flying to iraq after 27 years,extended
pelosi says she trusts trump's sincerity on protecting dreamers,extended
"leaks of manchester bomb probe 'reprehensible,' will stop: u.s. envoy",extended
"factbox: critics lament trump climate move, supporters seek new deal",extended
trump to nominate financier lewis eisenberg to be ambassador to italy,extended
"trump attacks clinton on trade, says he should be handed victory",extended
thousands of rohingya flee for bangladesh as fresh violence erupts in myanmar,extended
what's a 'dotard' anyway? kim's insult to trump,extended
white house pledges aid to help chicago quell violence,extended
"russian-backed syria congress may happen next month, focus on constitution: ria",extended
nobel peace prize winners critique trump's immigration policy,extended
north korea grants malaysian prince access to airspace as soccer match back on,extended
netherlands pm: death toll from irma on dutch saint martin rises to four,extended
cuba says u.s. decision to reduce havana embassy staff is 'hasty',extended
clinton spokeswoman defends drug plan after pfizer comments,extended
comey signs book deal after abrupt end to fbi career,extended
factbox: republican side-deals build support for senate tax bill,extended
hyatt hotels discovers card data breach at 41 properties,extended
myanmar bars u.n. rights investigator before visit,extended
"tories have always had a fear of political extinction. after the next election, they could be right | samual earle",original
u.s. embassy to russia to resume some visa services after diplomatic row,extended
tillerson says no decision yet on trump-putin formal talks,extended
"tv audience sharply down for second trump-clinton debate, despite tape furor",extended
trump to propose deduction on childcare spending: aide,extended
fiat chrysler ready to comply with new rules from trump administration: ceo,extended
trump on hurricane irma: 'this is some big monster',extended
obama avoids pipeline comment but urges tribal sovereignty,extended
world bank approves $150 million disaster fund for dominican republic,extended
trump to meet congressional leaders next week on legislative issues -white house,extended
storm maria pitches puerto rico barrio into sunken 'venice',extended
president mugabe stuns zimbabwe by defying pressure to resign,extended
risk of afghan civilian casualties could damp support for u.s. strikes on militants,extended
"congress votes to avert shutdown, sends trump stopgap spending bill",extended
"obama, fed's yellen discussed economic risks in white house meeting",extended
clinton adds pop of celebrity in homestretch of campaign,extended
growing number of trump allies face election interference charges,original
"michigan governor, epa to testify at house panel on flint",extended
civil rights group sues in u.s. court over immigration detention,extended
trump campaign member praises oregon wildlife refuge occupation,extended
interior department watchdog drops probe of threat to alaska senator on healthcare,extended
exclusive: u.s. to announce further easing of cuba restrictions on march 17 - sources,extended
trump says 'we have a great relationship with china' after critical tweet,extended
white house: congress would have most impact on fighting tax avoidance,extended
former astronaut buzz aldrin to stay in new zealand until lungs clear,extended
"russia says need to prevent new sanctions against iran, keep nuclear deal: ria",extended
"tillerson, on first day, addresses dissent and calls mexico, canada",extended
"iceland president accepts request for early vote, nov. 4 possible date: pm",extended
denuclearization of korean peninsula is u.s. policy: state department,extended
russian frigate fires cruise missiles at islamic state targets near syria's deir al-zor,extended
philippines suspends trade with north korea to comply with u.n. resolution,extended
a discontented michigan town: america should have seen trump coming,extended
turkey to detain 99 suspects in widening post-coup probe: anadolu,extended
"emboldened by change, some uzbek imams turn on loudspeakers for call to prayer",extended
'numerous' arrests made during trump inauguration protests: police,extended
"crowds boo, jeer as zimbabwe's mugabe motorcade leaves harare residence",extended
"trump tweets 'iran is playing with fire', says won't be as kind as obama",extended
democrats criticize senate's all-male healthcare group,extended
turkish judge finds 42 soldiers guilty of trying to kill erdogan,extended
senior chinese diplomat to visit north korea as envoy of xi,extended
eu's juncker says approves of austria's pro-european coalition deal,extended
factbox: republicans to keep an eye on as senate nears vote on tax bill,extended
"germany softens stance on turkish arms sales, citing security",extended
mnuchin says tax overhaul still in sight for 2017,extended
biafra separatists sponsored by nigerian government's opponents: minister,extended
venture capitalists sue trump admin over foreign entrepreneur rule delay,extended
hezbollah leader says israeli war with lebanon unlikely,extended
"advocates hail u.s. court abortion decision, predict national impact",extended
"dispute erupts over house panel subpoenas for cia, fbi",extended
russia accuses u.s.-led coalition of 'barbaric' bombing of syria's raqqa,extended
syria calls on u.n. security council to condemn israeli strikes,extended
n.j. democrats divided on renewing 'bridgegate' probe into christie,extended
trump set to name u.s. high court pick as democrats plan fight,extended
trump administration has found only $20 million in existing funds for wall,extended
"on bike, horse and foot, police keep order outside republican convention",extended
illinois governor announces veto of $5 billion tax hike,extended
trump budget to give first look at infrastructure plan,extended
"ryan calls trump, cruz to discuss house republican agenda: report",extended
pope says foes make reforming vatican as hard as cleaning sphinx with toothbrush,extended
trump adds antitrust expert to justice transition team,extended
vietnam finds misconduct in city that will host apec summit,extended
"ivory coast offering $26,000 buy-outs to reduce army size: documents",extended
u.n. security council to meet on north korea missile test on friday,extended
house speaker ryan won't endorse trump 'authoritarian' critique,extended
u.s. senate panel approves controversial epa nominees,extended
supreme court's recent unity faces looming test,extended
"russia says lavrov-tillerson meeting to discuss syria, global security",extended
getting north korea to give up nuclear bomb probably 'lost cause': u.s. spy chief,extended
u.n. says still determining if myanmar crisis is genocide,extended
brazil's workers party formalizes support for ex-president lula,extended
kerry says no pressing need for more u.s.-canada pipeline: cbc,extended
"u.s. lawmakers back syria strikes, demand a plan from trump",extended
guatemala congress again votes to maintain president's immunity,extended
china says will protect sovereignty from any conflict on korean peninsula,extended
a kite festival and horses bolt in london: photos of the day – wednesday,original
obamacare exploding? maybe just a slow burn,extended
t bone burnett: the other side review – a radiant meditation,original
hamas says ready to hand gaza to a palestinian unity government,extended
russia's kerimov to be formally put under investigation in france: prosecutor,extended
white house welcomes strong jobs data in potentially rule-violating tweets,extended
eu official says no sign trump plans to ease russia sanctions,extended
fujifilm unit wins $768 million defense contract: pentagon,extended
"eighteen injured in west london incident, none seriously: uk ambulance service",extended
top democrat says not clear if americans helped russians in election hack,extended
u.s. state department disputes fbi view that it has lax security culture,extended
pentagon's empty posts cause uncertainty for defense contractors,extended
myanmar army chief urges internally displaced to return to rakhine,extended
"u.s. weakens retirement advice rule, responding to industry",extended
obama says trump embrace of russian president 'unprecedented',extended
activists urge apple to drop apps that play up philippine drugs war,extended
no message received from philippines about changing alliance: white house,extended
spanish flag-waving underpins rajoy's tough line on catalonia,extended
"fired from 'apprentice,' omarosa may get trump white house job",extended
climate doubter pruitt takes epa reins as trump targets regulations,extended
u.s. officials warn of isis' new caliphate: cyberspace,extended
"xi, top china party officials, make symbolic visit to shanghai",extended
divided srebrenica awaits mladic verdict 22 years after massacre,extended
'nearly man' ramaphosa edges closer to south africa's top job,extended
key lawmaker calls trump defense budget request low,extended
russia says to veto western-backed draft u.n. resolution on syria - ifax,extended
zimbabwe state broadcaster preparing for announcement: source,extended
"saudi air strikes on yemen intensify, residents in capital stay indoors",extended
"amid state dinner glamor, a serious agenda for obama-trudeau talks",extended
republican 'dump trump' effort struggles to gain traction,extended
catalan leader presses on with banned vote on split from spain,extended
"iran says jailed u.s. student, dual nationals lose spying appeal",extended
eu executive warms to franco-german call on emergency border checks,extended
eu executive steps up action against hungary over ngo law,extended
senator franken to resign on thursday: minnesota public radio,extended
factbox: the race to the u.s. presidential nominations: how delegates are selected ,extended
bid to block pakistan f-16 sale fails in u.s. senate,extended
factbox: donald trump jr.'s lawyer has experience with the mob and music,extended
pennsylvania mayors charged in pay-to-play corruption case,extended
trump blames baton rouge shooting on 'lack of leadership',extended
chile's presidential hopefuls wrap up campaigning ahead of sunday vote,extended
more arrests in apparent saudi campaign against critics: activists,extended
u.s. may need new law to address russian ad buys on facebook: senator,extended
fema chief says irma path is 'worst-case scenario' for florida keys,extended
u.s. commerce department to launch china market economy review,extended
clinton opens up double-digit lead over trump nationwide: reuters/ipsos poll,extended
pentagon says near deal with lockheed for more f-35 fighter jets,extended
italy's 5-star to battle right in runoff for rome's beachfront,extended
"trump's washington hotel poses no conflict of interest, agency finds",extended
michigan governor: solve flint water crisis instead of laying blame,extended
prosecutors ask for halt to case against spain pm's wife,original
castro meets north korea minister amid hope cuba can defuse tensions,extended
factbox: former fbi director comey testimony on conversations with trump,extended
chinese police detain 11 over deadly tianjin skyscraper fire,extended
new jersey's murphy echoes sanders in democratic bid for governor,extended
germany says hopes to resume training of kurdish fighters in northern iraq,extended
senior saudi prince freed in $1 billion settlement agreement: official,extended
suicide car bomb kills at least 12 afghan police,extended
"despite apology, indonesia asks why u.s. blocked military chief's travel",extended
trump dips toe into delicate u.s. debt discussion,extended
meeting between egyptian foreign minister and jared kushner canceled: ministry,extended
china gives greenlight to dozens of trump trademarks,extended
republicans block democrats' bid to see treasury files on trump,extended
cameroon escalates military crackdown on anglophone separatists,extended
u.s. lawmakers introduce bill to criminalize ‘revenge porn’,extended
hundreds rally in france to protest sexual harassment after weinstein scandal,extended
"indian techies, it firms fret as trump orders u.s. visa review",extended
china says it welcomes all efforts to ease tension on korean peninsula,extended
uk pm may: we will not revoke article 50 eu exit process,extended
"russia warns iraq, kurds not to destabilize middle east after kurdish vote",extended
now or never: trump's 'wall' talk sparks migrant rush on u.s.-mexico border,extended
tillerson says state department spending 'simply not sustainable',extended
germany's merkel ahead of spd rival in tv debate: polls,extended
treasury unit to share records with senate for trump-russia probe: wsj,extended
trump strategy document says russia meddles in domestic affairs worldwide,extended
norfolk southern resumes limited trains service in irma-hit areas,extended
n.j. governor chris christie accosts heckler in milwaukee,extended
trump replaces chief of staff reince priebus after six-month run,extended
"most filipinos believe drug war kills poor people only, survey shows",extended
mexico plans aid for puerto rico after hurricane maria,extended
clinton holds five-point lead as fbi looks at more emails: reuters/ipsos poll,extended
"asia investors, traders bet on clinton win after bruising election debate",extended
australia to introduce safeguards against covert foreign interference,extended
south korean says u.s. must not strike north korea without seoul's consent,extended
bytedance says it won't sell u.s. tiktok business,original
trump heaps praise on 'very special' xi in china visit,extended
"china closes more than 13,000 websites in past three years",extended
prosecutors will not pursue bridgegate charges against new jersey governor,extended
white house committed to helping puerto rico recover from hurricane: spokeswoman,extended
german far-right party drops bid for journalists' private data,extended
"trump idea of japan, south korea with nuclear weapons is destabilizing: white house",extended
kurdish leaders studying western delegation plan to delay referendum,extended
austria's far-right party accuses conservatives of stealing campaign ideas,extended
kenyan opposition leader calls for petitions against vote won by kenyatta,extended
russia urges india to line up behind china's belt and road initiative,extended
"u.s. sanctions seven iranian individuals, two entities",extended
senators demand investigation of reports of torture in yemen,extended
convoy of civil guard police leave barcelona port: reuters witness,extended
north carolina rebuffs transgender bathroom law repeal,extended
u.s. to expel nearly two-thirds of cuban embassy staff: u.s. sources,extended
head of austrian far right to visit washington at time of trump inauguration,extended
syria toxic gas inquiry to end after russia again blocks u.n. renewal,extended
nato sounds alarm on banned russian missile system,extended
ireland welcomes home student who spent four years in an egyptian jail,extended
germany against trump's jerusalem decision: merkel,extended
"u.s. cuts staff in cuba over mysterious injuries, warns travelers",extended
"catalonia casts shadow on positive bbva, sabadell results",extended
al shabaab bomb kills 12 in somalia's puntland,extended
chicago asks judge to halt trump plan to deny funds to sanctuary cities,extended
"schwarzenegger fired, didn't quit 'apprentice': trump",extended
battle lines drawn for south africa's anc on eve of leadership vote,extended
"north carolina police probe arson, graffiti threat at republican office",extended
merkel optimistic eu dispute over refugee distribution will soon end,extended
pep guardiola says phil foden’s ‘third kid’ can help him reach full potential,original
trump raises specter of crisis if clinton wins the white house,extended
lebanon's president welcomes hariri's plans to return,extended
iran sentences popular rapper to death for supporting mahsa amini protests,original
mueller seeking testimony from pr executives with manafort ties: nbc,extended
"u.s. will help restore water, power to raqqa after fall of islamic state",extended
trump victory may create new tension between u.s. and islam: indonesia clerical body,extended
turkey's erdogan says may shut iraqi border any moment: hurriyet,extended
yet another north korean boat found in distress in japanese waters,extended
zimbabwe's mugabe in talks with ousted vice president: army chief,extended
japan detects radio signals pointing to possible north korea missile test: source,extended
polls open as slovenian president runs for his second mandate,extended
slovak government leaders strike new coalition deal to defuse crisis,extended
ex-christie associates guilty in new jersey 'bridgegate' scandal,extended
merkel says looking forward to meeting trump in washington: paper,extended
uk raises 'grave concerns' about illegal settlements with israel's netanyahu: may's office,extended
house republican group moves to impeach irs chief: politico,extended
trump torture remarks 'lay down gauntlet' for other states: u.n. expert,extended
"trump's supreme court list: all conservative, some provocative",extended
u.s. republicans wrestle with effort to gut obamacare,extended
anglo american shares surge after bhp proposes £31.1bn takeover to create copper mining giant – business live,original
brazilian congressional committee votes to ban all abortions,extended
sri lanka court jails top former senior officials for graft,extended
"clinton, obama pledge unity behind trump presidency",extended
center-right leads narrowly in sicily regional vote: exit polls,extended
u.s. lawmakers want moratorium on commercial flights to cuba,extended
sri lanka arrests buddhist monk after protest against rohingya muslims,extended
"'they have to pay', eu's juncker says of britain",extended
iran asks muslims to disrupt israeli ties in region: tv,extended
"senior house democrats want briefing on flynn, russians",extended
"south sudan commander on trial for rape, murder of aid workers found dead",extended
alvin bragg and democrats' 'election interference',original
house speaker ryan understands trump's frustration on health bill,extended
judge tells trump university litigants they would be wise to settle,extended
turkey says gulen network behind u.s. case against turkish trader,extended
iraqi militia indicates will hand heavy guns to army after islamic state quashed,extended
tillerson avoids public conflict with trump over budget,extended
hurricane irma poses toughest test for u.s. nuclear industry since fukushima,extended
venezuela's injured activists struggle to heal,extended
france says progress in brexit talks shows common sense prevailing,extended
bipartisan bills expected to toughen u.s. foreign investment rules,extended
u.s. slated to sell $375 million of emergency reserve oil this winter,extended
obama plans overhaul of child support payment rules for prisoners,extended
obama says he is confident europe will come up with prudent post-brexit plan,extended
u.s. house speaker: no reason for sessions recusal from russia probes,extended
supreme court allows broad trump refugee ban,extended
spain's rajoy calls on catalonia leaders to cancel referendum,extended
"u.n. council to meet on north korea rights abuses, nuclear program in december",extended
britain to trump: 'no vacancy' for farage as ambassador,extended
economic growth to partially offset deficit impact of u.s. tax plan: jct,extended
russia probe should focus on trump financial ties: senator,extended
oas says honduran vote results in doubt due to 'irregularities',extended
tens of thousands of indonesians rally over trump's jerusalem stance,extended
inspection battle threatens egypt's wheat supply,extended
egypt extends state of emergency for three months starting friday: official gazette,extended
russia detains norwegian citizen over suspected spying,extended
factbox: trump finishes filling top jobs for his administration,extended
merkel can well imagine a european finance minister,extended
"another debate brawl? fox news, kelly set for trump rematch",extended
"trump, cruz trade barbs over wives in presidential race",extended
potential next french president juppe says trump 'a big worry',extended
uganda in anti-online pornography drive seen by critics as diversion,extended
top house intelligence democrat intends to make sample of russia-bought facebook ads public,extended
"illinois house to take up governor's budget, tax vetoes",extended
trump returns to hardline position on illegal immigration,extended
"austria will stay pro-european, election victor tells brussels",extended
russia's lavrov: little difference between policies of trump and obama - ria,extended
dutch defense minister resigns over peacekeepers' deaths in mali,extended
u.s. congress to advance zika funding bill: sen. mcconnell,extended
south korea's moon says there will be no war on korean peninsula,extended
uk looking at all measures to pressure north korea: pm may's spokeswoman,extended
iran re-imposes death sentence on spiritual figure that supreme court quashed,extended
catalan leader signs document declaring independence from spain,extended
trump order targeting business rules leaves key regulations untouched,extended
"after four months jail, turkey's amnesty director says trial is 'surreal'",extended
belarus crackdown throws u.s. sanctions relief in doubt,extended
democratic fund-raising group for congress candidates confirms hack,extended
'time is running out:' germany urges uk to move in brexit talks,extended
israel questions iranian blogger after giving her asylum,extended
house committee passes sweeping tax bill,extended
supreme court appears sharply divided in emergency abortion case,original
kristie kenney named state department's new counselor,extended
illinois governor undeterred by court ruling in union dues fight,extended
judge proposes may 7 trial date for former trump aide manafort,extended
trump ally stone to testify to house panel probing election meddling,extended
"questions on free movement, red tape linger in brexit citizens' deal",extended
u.s. transfers four guantanamo inmates in waning hours of obama tenure,extended
republicans lay out plans for obamacare repeal,extended
former republican presidential hopeful carson to endorse trump: washington post,extended
mcconnell says u.s. senate to vote early next week on obamacare repeal,extended
bahrain calls pipeline blast 'terrorism' linked to iran,extended
republican financier koch says clinton might make better president,extended
"factbox: republicans' obamacare rollback would dump medicaid expansion, taxes",extended
erdogan says turkey aims to open embassy in east jerusalem,extended
how we met: ‘she accosted me and told me she’d looked me up on facebook’,original
failed vote to oust president shakes up peru's politics,extended
italy's renzi defends referendum,extended
"u.s. attack will not lead to military escalation, says pro-damascus official",extended
france's macron picked moment to put eu proposals to germany,extended
russian missiles strike ukrainian power plants in new blow to infrastructure,original
arrests and anger at us university pro-palestinian demos,original
u.s. house committee examining barriers to puerto rico recovery: official,extended
trump's appeal divides tea party loyalties in crucial states,extended
senate plans september hearings on health insurance market,extended
reports that trump eyeing revamp of spy agencies are false: spokesman,extended
"egyptian army officer jailed after announcing presidential candidacy: lawyer, family",extended
"israel welcomes u.s. airstrikes in syria, will keep to sidelines",extended
panic on london's oxford street after reports of shooting,extended
mexican president's invitation to trump sparks blowback,extended
"south korea, u.s. kick off large-scale air exercise amid north korean warnings",extended
trump presidency would not hurt 2024 olympics bid-la mayor,extended
"britain, eu have very different legal stances on brexit bill: uk minister",extended
russian aerobatics team joins serbian display of air power,extended
"eu should seek new deal with u.s., pm orban says",extended
house committee eyes $18.5 billion increase to trump defense budget,extended
the basque country: spain's effective but expensive antidote to secession,extended
"u.s. sanctions north korean missile experts, russia offers to mediate",extended
israel's netanyahu declines offer to meet with obama: white house,extended
"obama, biden meet costa rica's president, discuss steps to protect migrants: white house",extended
honduran vote count gives hernandez 1 point lead over rival,extended
"prankster, coughing fits mar theresa may’s speech to activists",extended
islamic state threatens u.s. attacks over jerusalem decision: statement,extended
"u.s. tempers part of trump travel ban amid big protests, criticism",extended
outside adviser to trump calls for firing of cfpb head cordray,extended
u.s. must consider broader iran threats when formulating new strategy:  tillerson,extended
house panel approves legislation to speed deployment of self-driving cars,extended
supreme court nominee to submit questionnaire to lawmakers,extended
us to give ukraine new patriot missiles as part of $6 billion aid package,original
eu considers new plan to ease disputes over migrants,extended
"trump to visit slovenia, country of wife melania's birth",extended
five north carolina sheriff's deputies disciplined over trump rally,extended
russia's lavrov: u.s. decision on jerusalem contradicts common sense,extended
u.s. top court weighs race challenges to legislative districts,extended
senate panel approves measure to broaden north korea sanctions,extended
"trump, australia's turnbull move to clear air after tense phone call",extended
bridgegate testimony could cut christie's last political lifeline,extended
"once credited with trump's success, bannon quickly fell from grace",extended
china's gold consumption rises on safe-haven demand,original
russian lawyer says trump son offered to return to issue of sanctions law: bloomberg,extended
catalonia refuses to send weekly accounts to madrid before referendum,extended
highlights: reactions to german national election,extended
"from new tax office, catalonia hopes to grab billions from madrid",extended
zimbabwe accuses american citizen of trying to overthrow government: lawyer,extended
"in brussels, tillerson offers eu strong u.s. support",extended
refugee crisis influx no boon for german integration: study,extended
approval of president trump drops to lowest since inauguration: reuters/ipsos poll,extended
france and qatar sign deals worth 12 billion euros: macron,extended
tillerson says north korea designation aimed at third parties,extended
china says no intention of using currency devaluation to its advantage,extended
vietnam prosecutes bank officials in corruption crackdown,extended
"clinton 'extremely careless' with emails, but fbi recommends no charges",extended
putin ally: no logic in deploying u.n. forces on russia-ukraine border,extended
democrat wins u.s. senate seat in alabama in setback for trump,extended
senate judiciary panel says manafort has started providing documents,extended
japan's abe announces snap election amid worries over north korea,extended
gun from greek pasok shooting used in past guerrilla attacks -police,extended
u.s. hopes for 'good deliverables' during trump's china visit,extended
macron sees february end to fight against islamic state in syria,extended
doubts linger after florida's scott pitches biggest budget,extended
u.s. state department calls for myanmar to release reuters journalists,extended
pentagon unveils targets for atacms missiles secretly shipped to ukraine – nyt,original
jal to screen majority-muslim country passengers before departure for u.s.,extended
obama adviser deese to lead white house's supreme court process,extended
effort to replace trump on ballot would face tremendous obstacles,extended
u.n. blacklists saudi-led coalition for killing children in yemen,extended
"roll, don’t fold: the seven rules for looking after your linen",original
"tillerson calls counterparts from mexico, canada: state department official",extended
no deal on tax among german coalition parties: conservative politician,extended
soros says hungarian government lying in attacks against him,extended
china says its hard work on denuclearization of korean peninsula is obvious,extended
u.s. attorney general sessions urges crackdown on asylum policies,extended
u.s. regulator asks trump not to dismantle class-action rule,extended
eu support of libyan coast guard 'inhuman': u.n. rights chief,extended
